misspelling,correct,edit_distance,len_diff
addional,additional,2,-2
additonal,additional,1,-1
adress,address,1,-1
addresable,addressable,1,-1
adressed,addressed,1,-1
adresses,addresses,1,-1
accoquict,adequate,6,1
actiquate,adequate,3,1
adaquat,adequate,2,-1
adaquate,adequate,1,0
adaquet,adequate,3,-1
adaquit,adequate,3,-1
adccuet,adequate,4,-1
addaquant,adequate,4,1
addeqcouate,adequate,3,3
addequake,adequate,2,1
addequite,adequate,2,1
adderquate,adequate,2,2
addict,adequate,5,-2
addiequiet,adequate,5,2
addifite,adequate,4,0
addiquate,adequate,2,1
addiquit,adequate,4,0
addiqute,adequate,3,0
addquit,adequate,3,-1
adecquect,adequate,4,1
adegate,adequate,2,-1
adeqake,adequate,2,-1
adequait,adequate,2,0
adequante,adequate,1,1
adequeat,adequate,2,0
adequet,adequate,2,-1
adequete,adequate,1,0
adequette,adequate,2,1
adequit,adequate,2,-1
adequite,adequate,1,0
adgat,adequate,4,-3
adicivat,adequate,5,0
adicquate,adequate,2,1
adictract,adequate,6,1
adigute,adequate,3,-1
adiquate,adequate,1,0
adiqueate,adequate,2,1
adiquit,adequate,3,-1
adiquite,adequate,2,0
adiqut,adequate,3,-2
adoqate,adequate,2,-1
adquante,adequate,2,0
adquate,adequate,1,-1
adquated,adequate,2,0
adquit,adequate,3,-2
adquites,adequate,3,0
aduquote,adequate,2,0
arguait,adequate,5,-1
atiquit,adequate,4,-1
attaquit,adequate,5,0
attiquict,adequate,6,1
atuqut,adequate,4,-2
edequait,adequate,3,0
ediquate,adequate,2,0
ediquet,adequate,4,-1
ediquit,adequate,4,-1
ediquitt,adequate,4,0
ediqutte,adequate,3,0
etiquette,adequate,5,1
etiquit,adequate,5,-1
adaquately,adequately,1,0
adequattly,adequately,1,0
adhere,adheres,1,-1
adjacnt,adjacent,1,-1
ajacent,adjacent,1,-1
achered,adjourned,5,-2
acjjoriened,adjourned,5,2
addjurned,adjourned,2,0
adgerned,adjourned,3,-1
adjern,adjourned,4,-3
adjerned,adjourned,2,-1
adjoined,adjourned,2,-1
adjorened,adjourned,2,0
adjorn,adjourned,3,-3
adjorned,adjourned,1,-1
adjouirned,adjourned,1,1
adjouned,adjourned,1,-1
adjoured,adjourned,1,-1
adjourn,adjourned,2,-2
adjournaled,adjourned,2,2
adjurden,adjourned,3,-1
adjurend,adjourned,3,-1
adjurion,adjourned,4,-1
adjurn,adjourned,3,-3
adjurned,adjourned,1,-1
adyerned,adjourned,3,-1
agerm,adjourned,7,-4
agreened,adjourned,5,-1
aguran,adjourned,6,-3
ajormed,adjourned,3,-2
ajorn,adjourned,4,-4
ajorned,adjourned,2,-2
ajourn,adjourned,3,-3
ajourned,adjourned,1,-1
ajumede,adjourned,5,-2
ajuned,adjourned,3,-3
ajurend,adjourned,4,-2
ajurened,adjourned,3,-1
ajurin,adjourned,5,-3
adjurnment,adjournment,1,-1
ajust,adjust,1,-1
admiistered,administered,1,-1
addministration,administration,1,1
adminstration,administration,1,-1
addmire,admire,1,1
admissable,admissible,1,0
addmission,admission,1,1
admite,admit,1,1
abmeteb,admitted,4,-1
abmitt,admitted,3,-2
addmeted,admitted,3,0
addmited,admitted,2,0
addmitid,admitted,3,0
addmitted,admitted,1,1
addmittid,admitted,2,1
admerited,admitted,3,1
admetid,admitted,3,-1
admetted,admitted,1,0
admied,admitted,2,-2
admitd,admitted,2,-2
admited,admitted,1,-1
admitid,admitted,2,-1
admitten,admitted,1,0
amernt,admitted,6,-2
amit,admitted,4,-4
amitted,admitted,1,-1
atmited,admitted,2,-1
omitted,admitted,2,-1
admiting,admitting,1,-1
adobt,adopt,1,0
addopted,adopted,1,1
addult,adult,1,1
addvance,advance,1,1
at,advance,6,-5
advansed,advanced,1,0
addvantage,advantage,1,1
advanage,advantage,1,-1
advanched,advantage,4,0
advantag,advantage,1,-1
advatige,advantage,2,-1
adventagus,advantage,3,1
advetch,advantage,5,-2
advrtoged,advantage,4,0
aratie,advantage,5,-3
audvantch,advantage,4,0
av,advantage,7,-7
avanged,advantage,4,-2
avigd,advantage,6,-4
avtegen,advantage,5,-2
efceh,advantage,9,-4
enrch,advantage,8,-4
ertge,advantage,6,-4
evendis,advantage,7,-2
invege,advantage,6,-3
advantageos,advantageous,1,-1
advantagous,advantageous,1,-1
aventure,adventure,1,-1
adventerous,adventurous,1,0
advertize,advertise,1,0
advitise,advertise,2,-1
advotised,advertised,2,-1
advertisment,advertisement,1,-1
advertiseing,advertising,1,1
advise,advice,1,0
adviseable,advisable,1,1
advisible,advisable,1,0
advice,advise,1,0
adviced,advised,1,0
aearoplane,aeroplane,1,1
aenoenplane,aeroplane,3,2
aeoroplane,aeroplane,1,1
aeplan,aeroplane,3,-3
aereoplane,aeroplane,1,1
aerplana,aeroplane,2,-1
air plane,aeroplane,2,0
aira plan,aeroplane,4,0
airaplane,aeroplane,2,0
aireplane,aeroplane,2,0
airoplan,aeroplane,2,-1
airoplane,aeroplane,1,0
airplan,aeroplane,3,-2
airplane,aeroplane,2,-1
areapanle,aeroplane,5,0
areaplane,aeroplane,3,0
areoplane,aeroplane,2,0
arepain,aeroplane,5,-2
arepalane,aeroplane,3,0
areplane,aeroplane,2,-1
arinlan,aeroplane,4,-2
arioplan,aeroplane,3,-1
aroeplane,aeroplane,2,0
aroplane,aeroplane,1,-1
aroplaned,aeroplane,2,0
arpa,aeroplane,5,-5
arplane,aeroplane,2,-2
earoplane,aeroplane,2,0
earoplanes,aeroplane,3,1
eiroplane,aeroplane,2,0
eoroplane,aeroplane,2,0
ereplun,aeroplane,4,-2
oroplane,aeroplane,2,-1
plane,aeroplane,4,-4
afair,affair,1,-1
effect,affect,1,0
afection,affection,1,-1
afectanant,affectionate,5,-2
afectantent,affectionate,6,-1
afectinite,affectionate,3,-2
afectionate,affectionate,1,-1
afectionet,affectionate,3,-2
affactionate,affectionate,1,0
affctonote,affectionate,3,-2
affecant,affectionate,5,-4
affecconiate,affectionate,3,0
affecianate,affectionate,2,-1
affecient,affectionate,4,-3
affecilation,affectionate,6,0
affecionate,affectionate,1,-1
affecitionate,affectionate,1,1
affectanate,affectionate,2,-1
affectantly,affectionate,5,-1
affecte,affectionate,5,-5
affectened,affectionate,5,-2
affectimate,affectionate,2,-1
affectinate,affectionate,1,-1
affectinutate,affectionate,3,1
affection,affectionate,3,-3
affectionant,affectionate,2,0
affectionately,affectionate,2,2
affectionatte,affectionate,1,1
affectioned,affectionate,3,-1
affectionet,affectionate,2,-1
affectionnate,affectionate,1,1
affectionnet,affectionate,3,0
affectionote,affectionate,1,0
affectionute,affectionate,1,0
affectnent,affectionate,4,-2
affectnet,affectionate,4,-3
affectonate,affectionate,1,-1
affectunate,affectionate,2,-1
affectutate,affectionate,3,-1
afference,affectionate,6,-3
afficinate,affectionate,3,-2
affictionately,affectionate,3,2
affionate,affectionate,3,-3
avetiont,affectionate,5,-4
effecinate,affectionate,3,-2
effecionate,affectionate,2,-1
effection,affectionate,4,-3
effectionate,affectionate,1,0
efficinate,affectionate,4,-2
effictent,affectionate,6,-3
adfectonly,affectionately,5,-4
adviciantly,affectionately,7,-3
afechanty,affectionately,7,-5
afeciantly,affectionately,5,-4
afecsanly,affectionately,7,-5
afectiely,affectionately,5,-5
afectionaly,affectionately,3,-3
afectionately,affectionately,1,-1
afectionly,affectionately,4,-4
afectiontly,affectionately,3,-3
afectoinly,affectionately,6,-4
afettusly,affectionately,8,-5
afexsionly,affectionately,6,-4
afextenatly,affectionately,5,-3
affacionatly,affectionately,3,-2
affactionately,affectionately,1,0
affecantly,affectionately,5,-4
affecentalaly,affectionately,6,-1
affecentally,affectionately,6,-2
affecesionly,affectionately,5,-2
affecianly,affectionately,5,-4
affecionately,affectionately,1,-1
affecionatly,affectionately,2,-2
affecionetally,affectionately,4,0
affeconatly,affectionately,3,-3
affectconley,affectionately,4,-2
affectianetly,affectionately,3,-1
affectinalety,affectionately,3,-1
affectinally,affectionately,3,-2
affectinatly,affectionately,2,-2
affectintly,affectionately,3,-3
affectionally,affectionately,2,-1
affectionaly,affectionately,2,-2
affectionantly,affectionately,2,0
affectionatley,affectionately,2,0
affectionatly,affectionately,1,-1
affectionely,affectionately,2,-2
affectionently,affectionately,3,0
affectionetely,affectionately,1,0
affectionetly,affectionately,2,-1
affectionlatly,affectionately,2,0
affectionly,affectionately,3,-3
affectionsly,affectionately,3,-2
affectiontlly,affectionately,2,-1
affectonatly,affectionately,2,-2
affectsolutely,affectionately,3,0
affectually,affectionately,5,-3
affectuantly,affectionately,4,-2
affectunatly,affectionately,3,-2
affectunely,affectionately,4,-3
affedirtly,affectionately,6,-4
affestionatly,affectionately,2,-1
affetchently,affectionately,6,-2
afficiantly,affectionately,5,-3
afficionately,affectionately,2,-1
affictiratly,affectionately,4,-2
affientially,affectionately,6,-2
affinalty,affectionately,7,-5
affionetly,affectionately,5,-4
affoxintly,affectionately,6,-4
afichnly,affectionately,8,-6
afictionaelly,affectionately,4,-1
afshionely,affectionately,6,-4
afuectionly,affectionately,4,-3
arrectsorately,affectionately,4,0
atec,affectionately,11,-10
efe,affectionately,12,-11
efecionly,affectionately,6,-5
efectionally,affectionately,4,-2
efectionatly,affectionately,3,-2
efectionly,affectionately,5,-4
efectiontily,affectionately,4,-2
efectuionally,affectionately,5,-1
efetchaly,affectionately,8,-5
efexchonetly,affectionately,7,-2
effecinately,affectionately,3,-2
effecitenly,affectionately,6,-3
effectally,affectionately,6,-4
effectently,affectionately,5,-3
effectiantly,affectionately,4,-2
effectinly,affectionately,5,-4
effectionally,affectionately,3,-1
effectionately,affectionately,1,0
effectionatly,affectionately,2,-1
effectionly,affectionately,4,-3
effectually,affectionately,6,-3
effextionally,affectionately,4,-1
efficantily,affectionately,7,-3
efficently,affectionately,7,-4
effureily,affectionately,9,-5
evectially,affectionately,7,-4
exeverly,affectionately,11,-6
exfecinly,affectionately,7,-5
exfectionaley,affectionately,4,-1
exfectionly,affectionately,5,-3
exfectoboly,affectionately,7,-3
exfetetally,affectionately,8,-3
exfexily,affectionately,9,-6
exfishely,affectionately,9,-5
unfectionatley,affectionately,4,0
affets,affects,1,-1
effects,affects,1,0
Affi David,affidavit,2,1
Afi David,affidavit,3,0
acavated,affidavit,7,-1
adivide,affidavit,6,-2
afadafit,affidavit,3,-1
afadant,affidavit,4,-2
afadated,affidavit,5,-1
afadavate,affidavit,4,0
afadaviate,affidavit,4,1
afadavid,affidavit,3,-1
afadavide,affidavit,4,0
afadavit,affidavit,2,-1
afadiadid,affidavit,5,0
afadiatet,affidavit,5,0
afadivite,affidavit,4,0
afaedaviate,affidavit,4,2
afardivient,affidavit,5,2
afatait,affidavit,4,-2
afdavit,affidavit,2,-2
afdiodave,affidavit,4,0
afedative,affidavit,5,0
afedaved,affidavit,4,-1
afedavit,affidavit,2,-1
afefedavid,affidavit,3,1
affa dava,affidavit,4,0
affadapfed,affidavit,5,1
affadavat,affidavit,2,0
affadavate,affidavit,3,1
affadavid,affidavit,2,0
affadavit,affidavit,1,0
affadavite,affidavit,2,1
affadivate,affidavit,4,1
affadivid,affidavit,3,0
affadivit,affidavit,2,0
affadvit,affidavit,2,-1
affaidivit,affidavit,2,1
affavidate,affidavit,5,1
affavidit,affidavit,4,0
affdated,affidavit,4,-1
affdavit,affidavit,1,-1
affedaivite,affidavit,3,2
affedated,affidavit,4,0
affedave,affidavit,3,-1
affedaved,affidavit,3,0
affedavid,affidavit,2,0
affedavit,affidavit,1,0
affedit,affidavit,3,-2
affevivat,affidavit,4,0
affi-davit,affidavit,1,1
affiadait,affidavit,2,0
affiavate,affidavit,3,0
affidafet,affidavit,2,0
affidait,affidavit,1,-1
affidaphet,affidavit,3,1
affidate,affidavit,3,-1
affidated,affidavit,3,0
affidatet,affidavit,2,0
affidavat,affidavit,1,0
affidavate,affidavit,2,1
affidaved,affidavit,2,0
affidavent,affidavit,2,1
affidavid,affidavit,1,0
affidavidit,affidavit,2,2
affidavite,affidavit,1,1
affidavited,affidavit,2,2
affided,affidavit,4,-2
affidevit,affidavit,1,0
affidivat,affidavit,2,0
affidivit,affidavit,1,0
affidovt,affidavit,2,-1
affivadat,affidavit,3,0
affividate,affidavit,5,1
affividative,affidavit,5,3
afftadave,affidavit,4,0
afidabit,affidavit,2,-1
afidaded,affidavit,4,-1
afidated,affidavit,4,-1
afidaved,affidavit,3,-1
afidaviat,affidavit,2,0
afidavid,affidavit,2,-1
afidavit,affidavit,1,-1
afidavite,affidavit,2,0
afidefed,affidavit,5,-1
afidiated,affidavit,5,0
afodivid,affidavit,4,-1
aftedavid,affidavit,3,0
afteradeated,affidavit,8,3
alpadavid,affidavit,4,0
apadenment,affidavit,8,1
aphadated,affidavit,6,0
aphadavet,affidavit,4,0
aphadavid,affidavit,4,0
aphadivode,affidavit,7,1
aphedavid,affidavit,4,0
aphidavit,affidavit,2,0
apitated,affidavit,6,-1
appidavid,affidavit,3,0
athadavid,affidavit,4,0
athadavit,affidavit,3,0
athadiet,affidavit,6,-1
attipdavid,affidavit,4,1
avadavate,affidavit,5,0
avidated,affidavit,5,-1
avidiate,affidavit,6,-1
effidavit,affidavit,1,0
aford,afford,1,-1
afformentioned,afore-mentioned,3,-1
for-mentioned,afore-mentioned,2,-2
affraid,afraid,1,1
afriad,afraid,2,0
afert,after,2,0
aftere,after,1,1
afthe,after,2,0
aftr,after,1,-1
haved,after,4,0
nfre,after,3,-1
after-noon,afternoon,1,1
after noon,afternoon,1,1
afternon,afternoon,1,-1
after noons,afternoons,1,1
evetunes,afternoons,8,-2
after-wards,afterwards,1,1
afterward,afterwards,1,-1
afterwars,afterwards,1,-1
afterwoods,afterwards,2,0
a gain,again,1,1
a gan,again,2,0
a gane,again,3,1
a gen,again,3,0
a gent,again,4,1
againt,again,1,1
agan,again,1,-1
agane,again,2,0
agein,again,1,0
agen,again,2,-1
agenig,again,3,1
agian,again,2,0
agiin,again,1,0
agin,again,1,-1
agine,again,2,0
agoin,again,1,0
agon,again,2,-1
cran,again,3,-1
gond,again,4,-1
organ,again,3,0
again,against,2,-2
againter,against,3,1
aganst,against,1,-1
agenst,against,2,-1
agianst,against,2,0
aginst,against,1,-1
ag,age,1,-1
ace,aged,2,-1
adge,aged,2,0
aechd,aged,3,1
age,aged,1,-1
agea,aged,1,0
ages,aged,1,0
acentces,agencies,3,0
adgencyes,agencies,2,1
agancyes,agencies,2,0
agecies,agencies,1,-1
agences,agencies,1,-1
agencesy,agencies,2,0
agenceys,agencies,2,0
agencieces,agencies,2,2
agencsies,agencies,1,1
agency,agencies,3,-2
agency's,agencies,2,0
agencyes,agencies,1,0
agencyies,agencies,1,1
agencys,agencies,2,-1
agenices,agencies,2,0
agenies,agencies,1,-1
agensies,agencies,1,0
agensyes,agencies,2,0
agentcies,agencies,1,1
agentcy,agencies,4,-1
agentcys,agencies,3,0
agentece,agencies,4,0
agentecy,agencies,4,0
agentic,agencies,3,-1
agentices,agencies,2,1
agenticies,agencies,2,2
agenties,agencies,1,0
agentisies,agencies,3,2
agents,agencies,3,-2
agentses,agencies,2,0
agentsey,agencies,3,0
agentseys,agencies,3,1
agentsies,agencies,2,1
agentsys,agencies,3,0
aggencies,agencies,1,1
aggentecies,agencies,3,3
angcies,agencies,3,-1
angecy,agencies,5,-2
angencies,agencies,1,1
angencles,agencies,2,1
angencys,agencies,3,0
egeneys,agencies,4,-1
engencies,agencies,2,1
agentcy,agency,1,1
agant,agent,1,0
agenst,agents,2,0
agravated,aggravated,1,-1
agravating,aggravating,1,-1
agro,aggro,1,-1
agast,aghast,1,-1
go,ago,1,-1
ogo,ago,1,0
agre,agree,1,-1
agreable,agreeable,1,-1
aggreed,agreed,1,1
aggreement,agreement,1,1
agraculture,agriculture,1,0
ahade,ahead,2,0
aheard,ahead,1,1
ade,aid,2,0
ame,aim,2,0
aer,air,1,0
ar,air,1,-1
are,air,2,0
hair,air,1,1
aercraft,aircraft,1,0
airplan,airplane,1,-1
airpot,airport,1,-1
alam,alarm,1,-1
arlarm,alarm,1,1
alass,alas,1,1
alchohol,alcohol,1,1
alcohal,alcohol,1,0
alphalpha,alfalfa,4,2
algerbra,algebra,1,1
allienate,alienate,1,1
alick,alike,2,0
alave,alive,1,0
alife,alive,1,0
aliv,alive,1,-1
a,all,2,-2
at,all,2,-1
all boys,all-boys,1,0
all round,all-round,1,0
al-right,all right,2,-1
al right,all right,1,-1
all-ready,all right,5,0
all-right,all right,1,0
all wright,all right,1,1
allright,all right,1,-1
alright,all right,2,-2
alriht,all right,3,-3
alrite,all right,5,-3
alwright,all right,2,-1
alsorts,all sorts,2,-2
alicated,allocated,2,-1
allatmont,allotment,2,0
allottment,allotment,1,1
alockmant,allotment,4,0
alockment,allotment,3,0
alockments,allotment,4,1
alopment,allotment,2,-1
alot ment,allotment,2,0
alotmant,allotment,2,-1
alotment,allotment,1,-1
alotmit,allotment,3,-2
alotmont,allotment,2,-1
alottmant,allotment,3,0
alottment,allotment,2,0
arlotment,allotment,1,0
atlotment,allotment,1,0
atolment,allotment,3,-1
atoment,allotment,3,-2
lockment,allotment,4,-1
lotmt,allotment,4,-4
alloted,allotted,1,-1
alow,allow,1,-1
allowence,allowance,1,0
alloud,allowed,2,-1
aloud,allowed,3,-2
alowed,allowed,1,-1
oloud,allowed,4,-2
all most,almost,2,2
allmost,almost,1,1
a lone,alone,1,1
alon,alone,1,-1
aloun,alone,2,0
alown,alone,2,0
aling,along,1,0
all,along,3,-2
allong,along,1,1
alog,along,1,-1
alfpint,alpine,2,1
alkine,alpine,1,0
allpine,alpine,1,1
almpine,alpine,1,1
alpain,alpine,2,0
alpan,alpine,2,-1
alpane,alpine,1,0
alpen,alpine,2,-1
alphine,alpine,1,1
alpin,alpine,1,-1
alren,alpine,3,-1
altilen,alpine,3,1
amplying,alpine,4,2
aopin,alpine,2,-1
apne,alpine,2,-2
apying,alpine,3,0
athes,alpine,5,-1
elespin,alpine,4,1
elmpine,alpine,2,1
elpine,alpine,1,0
elpone,alpine,2,0
eltide,alpine,3,0
empland,alpine,5,1
oupins,alpine,3,0
out pine,alpine,4,2
outpaim,alpine,6,1
outpain,alpine,5,1
outpen,alpine,5,0
plin,alpine,3,-2
umpart,alpine,5,0
all,already,5,-4
all ready,already,2,2
allready,already,1,1
al right,alright,1,1
all,alright,5,-4
all right,alright,2,2
allright,alright,1,1
alsation,alsatian,1,0
all,also,2,-1
alls,also,2,0
allso,also,1,1
alss,also,1,0
aslo,also,2,0
aso,also,1,-1
olso,also,1,0
allthough,although,1,1
allthouth,although,2,1
allthow,although,4,-1
alough,although,2,-2
athough,although,1,-1
attough,although,2,-1
actemeter,altimeter,2,0
aelmter,altimeter,4,-2
alametr,altimeter,3,-2
alemetor,altimeter,3,-1
alilmeter,altimeter,2,0
alitorniter,altimeter,5,2
alltimeter,altimeter,1,1
alpremeter,altimeter,3,1
alptmtr,altimeter,4,-2
altameter,altimeter,1,0
altemeter,altimeter,1,0
altemiter,altimeter,2,0
altemtor,altimeter,3,-1
altermeter,altimeter,2,1
altermetor,altimeter,3,1
altermetre,altimeter,4,1
alterneeter,altimeter,4,2
alteymeter,altimeter,2,1
alti meter,altimeter,1,1
altimeater,altimeter,1,1
altimeeter,altimeter,1,1
altimetor,altimeter,1,0
altimetre,altimeter,2,0
altimiter,altimeter,1,0
altometer,altimeter,1,0
alttemeter,altimeter,2,1
andtamter,altimeter,4,0
antermeter,altimeter,3,1
armar,altimeter,6,-4
ateleimer,altimeter,5,0
atemeter,altimeter,2,-1
atenment,altimeter,6,-1
atermeter,altimeter,3,0
atimeter,altimeter,1,-1
atlemeter,altimeter,3,0
atlimeter,altimeter,2,0
attemeter,altimeter,2,0
eletmeter,altimeter,3,0
elimeter,altimeter,2,-1
eltermeater,altimeter,4,2
eltimeter,altimeter,1,0
eltimiter,altimeter,2,0
ettmiter,altimeter,4,-1
herthernats,altimeter,10,2
oltermeter,altimeter,3,1
oulmender,altimeter,6,0
out aneted,altimeter,6,1
outameater,altimeter,4,1
outamenter,altimeter,4,1
outamet,altimeter,5,-2
outameter,altimeter,3,0
outemete,altimeter,4,-1
outemeter,altimeter,3,0
outemetter,altimeter,4,1
outermenter,altimeter,5,2
outermeter,altimeter,4,1
outermetre,altimeter,6,1
outermiter,altimeter,5,1
outimeter,altimeter,2,0
outmeter,altimeter,3,-1
outometre,altimeter,5,0
outtermiter,altimeter,6,2
aboule,altitude,5,-2
actitude,altitude,1,0
alatetude,altitude,2,1
aletute,altitude,3,-1
alletude,altitude,2,0
alltitude,altitude,1,1
altechod,altitude,5,0
altechoued,altitude,6,2
altechud,altitude,4,0
alterchood,altitude,7,2
alterrude,altitude,3,1
altertude,altitude,2,1
altetede,altitude,2,0
altetud,altitude,2,-1
altetude,altitude,1,0
alteturen,altitude,3,1
alteytod,altitude,4,0
altidud,altitude,2,-1
altiertetude,altitude,4,4
altihoched,altitude,5,2
altilude,altitude,1,0
altitob,altitude,3,-1
altitub,altitude,2,-1
altitube,altitude,1,0
altitud,altitude,1,-1
altituded,altitude,1,1
altitued,altitude,2,0
altiude,altitude,1,-1
altiuded,altitude,2,0
altude,altitude,2,-2
altuide,altitude,3,-1
altuled,altitude,4,-1
altutadue,altitude,3,1
aoteod,altitude,5,-2
asitude,altitude,2,-1
ata,altitude,6,-5
atain,altitude,6,-3
